uri,title,terms,term_types
/subjects/38643,Herford (Germany),Herford (Germany),geographic
/subjects/29052,"Refugees, Jewish","Refugees, Jewish",topical
/subjects/30789,Mende (France),Mende (France),geographic
/subjects/40521,Conversion -- Judaism,Conversion;Judaism,topical;topical
/subjects/37109,Sils im Engadin (Switzerland),Sils im Engadin (Switzerland),geographic
/subjects/30336,Besedʹ (Belarus),Besedʹ (Belarus),geographic
/subjects/38706,Jews -- Poland -- Legionowo (Województwo Mazowieckie),Jews;Poland;Legionowo (Województwo Mazowieckie),topical;geographic;geographic
/subjects/30766,Marghita (Romania),Marghita (Romania),geographic
/subjects/38356,"Holocaust, Jewish (1939-1945) -- Anniversaries, etc.","Holocaust, Jewish (1939-1945);Anniversaries, etc.",topical;topical
/subjects/36718,Kozienice (Poland),Kozienice (Poland),geographic
/subjects/37670,Arica (Chile),Arica (Chile),geographic
/subjects/26061,Tʻbilisi (Georgia),Tʻbilisi (Georgia),geographic
/subjects/29394,Iwanki (Poland),Iwanki (Poland),geographic
/subjects/37220,Opoeteren (Belgium),Opoeteren (Belgium),geographic
/subjects/39394,Makarska (Croatia),Makarska (Croatia),geographic
/subjects/27670,Uzda (Belarus),Uzda (Belarus),geographic
/subjects/28585,Memory -- Political aspects -- Germany,Memory;Political aspects;Germany,topical;topical;geographic
/subjects/36431,"Bernau (Brandenburg, Germany)","Bernau (Brandenburg, Germany)",geographic
/subjects/27220,Jews -- Poland -- Tarnów (Województwo Małopolskie),Jews;Poland;Tarnów (Województwo Małopolskie),topical;geographic;geographic
/subjects/25358,Fiorano Modenese (Italy),Fiorano Modenese (Italy),geographic
/subjects/39681,Jewish councils,Jewish councils,topical
/subjects/26124,Millisle (Northern Ireland),Millisle (Northern Ireland),geographic
/subjects/28839,Sarreguemines (France),Sarreguemines (France),geographic
/subjects/40608,Botoșani (Romania),Botoșani (Romania),geographic
/subjects/24549,Dijon (France),Dijon (France),geographic
/subjects/32167,Chalon-sur-Saône (France),Chalon-sur-Saône (France),geographic
/subjects/28993,Humor in ghettos,Humor in ghettos,topical
/subjects/37365,Debrecen (Hungary),Debrecen (Hungary),geographic
/subjects/24226,"Austria -- History -- Anschluss, 1938","Austria;History;Anschluss, 1938",topical;topical;temporal
/subjects/30635,Jews -- Belarus -- Glubokoye,Jews;Belarus;Glubokoye,topical;geographic;geographic
/subjects/32608,Jews -- Poland -- Drohobycz,Jews;Poland;Drohobycz,topical;geographic;geographic
/subjects/23449,Bulgaria,Bulgaria,geographic
/subjects/40167,Poland -- Politics and government -- 1918-1945,Poland;Politics and government;1918-1945,geographic;topical;temporal
/subjects/38655,Youth movements,Youth movements,topical
/subjects/24676,Waldkirchen (Germany),Waldkirchen (Germany),geographic
/subjects/30265,Osipenki (Ukraine),Osipenki (Ukraine),geographic
/subjects/34226,Carpathian Mountains,Carpathian Mountains,geographic
/subjects/22608,Klatovy (Czech Republic),Klatovy (Czech Republic),geographic
/subjects/25437,Chėrvenʹ (Belarus),Chėrvenʹ (Belarus),geographic
/subjects/37959,Bergen aan Zee (Netherlands),Bergen aan Zee (Netherlands),geographic
/subjects/39044,Sunai (Belarus),Sunai (Belarus),geographic
/subjects/25067,Jews -- Germany -- Social life and customs,Jews;Germany;Social life and customs,topical;geographic;topical
/subjects/31474,Kohtla-Järve (Estonia),Kohtla-Järve (Estonia),geographic
/subjects/31161,Tomaszow Lubelski (Poland),Tomaszow Lubelski (Poland),geographic
/subjects/34363,Skýcov (Slovakia),Skýcov (Slovakia),geographic
/subjects/25088,Skopelos Island (Greece),Skopelos Island (Greece),geographic
/subjects/39101,Normandy (France),Normandy (France),geographic
/subjects/34733,Nowe Miasto Lubawskie (Poland),Nowe Miasto Lubawskie (Poland),geographic
/subjects/28710,Heverlee (Belgium),Heverlee (Belgium),geographic
/subjects/40921,Gmunden (Austria),Gmunden (Austria),geographic
/subjects/41633,Ghettos -- Religious life and customs,Ghettos;Religious life and customs,topical;topical
/subjects/24733,Allier River (France),Allier River (France),geographic
/subjects/30320,Sered̕ (Slovakia),Sered̕ (Slovakia),geographic
/subjects/31618,Brescia (Italy),Brescia (Italy),geographic
/subjects/39228,Bělá pod Bezdězem (Slovakia),Bělá pod Bezdězem (Slovakia),geographic
/subjects/33275,Social workers,Social workers,topical
/subjects/27666,"Kamionka (Śląskie, Poland)","Kamionka (Śląskie, Poland)",geographic
/subjects/24949,Navahrudak (Belarus),Navahrudak (Belarus),geographic
/subjects/39678,Denazification -- Germany,Denazification;Germany,topical;geographic
/subjects/36077,Oradea ghetto,Oradea ghetto,topical
/subjects/30009,Banin (Czech Republic),Banin (Czech Republic),geographic
/subjects/38439,"Belleville (Paris, France)","Belleville (Paris, France)",geographic
/subjects/26427,Kleinheubach (Germany),Kleinheubach (Germany),geographic
/subjects/23625,Békés (Hungary),Békés (Hungary),geographic
/subjects/29382,Kremnička (Slovakia),Kremnička (Slovakia),geographic
/subjects/38069,Zelów (Poland),Zelów (Poland),geographic
/subjects/26098,Acharnai (Greece),Acharnai (Greece),geographic
/subjects/22872,Stara Kotelʹni︠a︡ (Ukraine),Stara Kotelʹni︠a︡ (Ukraine),geographic
/subjects/23330,"World War, 1939-1945 -- Underground movements -- Belarus","World War, 1939-1945;Underground movements;Belarus",topical;topical;geographic
/subjects/32521,Bialowieza Forest (Poland and Belarus),Bialowieza Forest (Poland and Belarus),geographic
/subjects/36562,Koluszki (Poland),Koluszki (Poland),geographic
/subjects/28086,"World War, 1939-1945 -- Underground movements","World War, 1939-1945;Underground movements",topical;topical
/subjects/36098,Palavas-les-Flots (France),Palavas-les-Flots (France),geographic
/subjects/27373,Ostroh (Ukraine),Ostroh (Ukraine),geographic
/subjects/22521,Szczuczyn (Poland),Szczuczyn (Poland),geographic
/subjects/33330,Dussen (Netherlands),Dussen (Netherlands),geographic
/subjects/27723,"Koło (Województwo Wielkopolskie, Poland)","Koło (Województwo Wielkopolskie, Poland)",geographic
/subjects/25030,Kortrijk (Belgium),Kortrijk (Belgium),geographic
/subjects/35933,Prisoners of War -- Estonia,Prisoners of War;Estonia,topical;geographic
/subjects/40833,"World War, 1939-1945 -- War work -- churches","World War, 1939-1945;War work;churches",topical;topical;topical
/subjects/31073,War crime trials -- United States,War crime trials;United States,topical;geographic
/subjects/35899,Deaf,Deaf,topical
/subjects/41371,Prisoner-of-war camps -- Songs and music,Prisoner-of-war camps;Songs and music,topical;genre_form
/subjects/38602,Jews -- Germany,Jews;Germany,topical;geographic
/subjects/24621,Romanies -- Migrations,Romanies;Migrations,topical;topical
/subjects/29013,Oswego (N.Y.),Oswego (N.Y.),geographic
/subjects/40130,"World War, 1939-1945 -- Forced repatriation","World War, 1939-1945;Forced repatriation",topical;topical
/subjects/24271,Altnagelberg (Austria),Altnagelberg (Austria),geographic
/subjects/30398,Jews -- Poland -- Bełżyce,Jews;Poland;Bełżyce,topical;geographic;geographic
/subjects/40075,Alma-Ata (Kazakhstan),Alma-Ata (Kazakhstan),geographic
/subjects/34764,Kopaĭhorod (Ukraine),Kopaĭhorod (Ukraine),geographic
/subjects/41664,Kapišová (Slovakia),Kapišová (Slovakia),geographic
/subjects/39156,"Pruszków (Województwo Mazowieckie, Poland)","Pruszków (Województwo Mazowieckie, Poland)",geographic
/subjects/28317,Vyšná Pisaná (Slovakia),Vyšná Pisaná (Slovakia),geographic
/subjects/36309,"Chorzów (Województwo Śląskie, Poland)","Chorzów (Województwo Śląskie, Poland)",geographic
/subjects/34334,Vosges Mountains (France),Vosges Mountains (France),geographic
/subjects/27518,Miechów Charsznica (Poland),Miechów Charsznica (Poland),geographic
/subjects/39506,Tustanovitse (Ukraine),Tustanovitse (Ukraine),geographic
/subjects/37631,Wejherowo (Poland),Wejherowo (Poland),geographic
/subjects/23672,Hvizdet͡sʹ (Ukraine),Hvizdet͡sʹ (Ukraine),geographic
/subjects/29785,"Chęciny (Województwo Świętokrzyskie, Poland)","Chęciny (Województwo Świętokrzyskie, Poland)",geographic
/subjects/28897,Refugees -- Jewish,Refugees;Jewish,topical;topical
/subjects/26470,"Saint-Girons (Ariège, France)","Saint-Girons (Ariège, France)",geographic
/subjects/23388,Zalishchyky (Ukraine),Zalishchyky (Ukraine),geographic
/subjects/22433,Mirano (Italy),Mirano (Italy),geographic
/subjects/36020,Prijepolje (Serbia),Prijepolje (Serbia),geographic
/subjects/39785,Bîrlad (Romania),Bîrlad (Romania),geographic
/subjects/33388,Hostages -- Germany,Hostages;Germany,topical;geographic
/subjects/28194,Nyz︠h︡ni Vorota (Ukraine),Nyz︠h︡ni Vorota (Ukraine),geographic
/subjects/28481,Litoměřice (Czech Republic),Litoměřice (Czech Republic),geographic
/subjects/25749,Nowy Dwór Mazowiecki (Poland),Nowy Dwór Mazowiecki (Poland),geographic
/subjects/26866,Jews -- Poland -- Sharkowshchyna,Jews;Poland;Sharkowshchyna,topical;geographic;geographic
/subjects/39290,Skalat (Ukraine),Skalat (Ukraine),geographic
/subjects/22576,Québec (Province),Québec (Province),geographic
/subjects/41408,Lasne-Chapelle-Saint-Lambert (Belgium),Lasne-Chapelle-Saint-Lambert (Belgium),geographic
/subjects/40649,War crime trials -- Jerusalem,War crime trials;Jerusalem,topical;geographic
/subjects/26535,Vyšná Rybnica (Slovakia),Vyšná Rybnica (Slovakia),geographic
/subjects/23737,Jews -- Poland -- Sosnowiec (Województwo Śląskie),Jews;Poland;Sosnowiec (Województwo Śląskie),topical;geographic;geographic
/subjects/40219,Kvetnica (Slovakia),Kvetnica (Slovakia),geographic
/subjects/23520,Suchowola (Poland),Suchowola (Poland),geographic
/subjects/39984,Zweibrücken (Germany),Zweibrücken (Germany),geographic
/subjects/26688,"Kirov (Kirovskai︠a︡ oblastʹ, Russia)","Kirov (Kirovskai︠a︡ oblastʹ, Russia)",geographic
/subjects/37830,"Slobidka (Kodymsʹkyĭ raĭon, Ukraine)","Slobidka (Kodymsʹkyĭ raĭon, Ukraine)",geographic
/subjects/33465,Jews -- Hungary -- Szamosújvár,Jews;Hungary;Szamosújvár,topical;geographic;geographic
/subjects/36667,Medz︠h︡ybiz︠h︡ (Ukraine),Medz︠h︡ybiz︠h︡ (Ukraine),geographic
/subjects/33035,Zurich (Switzerland),Zurich (Switzerland),geographic
/subjects/27426,Ardennes (France),Ardennes (France),geographic
/subjects/23465,Linnich (Germany),Linnich (Germany),geographic
/subjects/30619,Hrubieszów (Poland : Concentration camp)    DNL,Hrubieszów (Poland : Concentration camp)    DNL,topical
/subjects/26237,Braunschweig (Germany),Braunschweig (Germany),geographic
/subjects/34123,Przysucha (Poland),Przysucha (Poland),geographic
/subjects/41473,Rohatyn (Ukraine),Rohatyn (Ukraine),geographic
/subjects/34820,Grenchen (Switzerland),Grenchen (Switzerland),geographic
/subjects/40632,Mełgiew (Poland),Mełgiew (Poland),geographic
/subjects/40262,Szczucin (Poland),Szczucin (Poland),geographic
/subjects/29654,Súlo̕v (Slovakia),Súlo̕v (Slovakia),geographic
/subjects/23259,Jews -- Greece -- Thessalonikē,Jews;Greece;Thessalonikē,topical;geographic;geographic
/subjects/35227,Jews -- Poland -- Mława,Jews;Poland;Mława,topical;geographic;geographic
/subjects/32018,Szastarka (Poland),Szastarka (Poland),geographic
/subjects/28045,Lenger (Kazakhstan),Lenger (Kazakhstan),geographic
/subjects/34066,Anduze (France),Anduze (France),geographic
/subjects/24965,Olkusz (Poland),Olkusz (Poland),geographic
/subjects/39654,"Ziegenhain (Schwalmstadt, Germany)","Ziegenhain (Schwalmstadt, Germany)",geographic
/subjects/30926,Przemyśl (Poland),Przemyśl (Poland),geographic
/subjects/33609,Rathenow (Germany),Rathenow (Germany),geographic
/subjects/33127,Jewish ghettos -- Songs and music,Jewish ghettos;Songs and music,topical;genre_form
/subjects/27534,Roussillon (France : Province),Roussillon (France : Province),geographic
/subjects/36325,Milanówek (Poland),Milanówek (Poland),geographic
/subjects/34318,Chabarovka (Ukarine),Chabarovka (Ukarine),geographic
/subjects/28291,War crime trials -- Germany,War crime trials;Germany,topical;geographic
/subjects/33577,Rhisnes (Belgium),Rhisnes (Belgium),geographic
/subjects/37867,Beryslav (Ukraine),Beryslav (Ukraine),geographic
/subjects/32736,La Caillaudière (France),La Caillaudière (France),geographic
/subjects/26325,Jews -- Poland -- Bochnia,Jews;Poland;Bochnia,topical;geographic;geographic
/subjects/35509,Hulín (Czech Republic),Hulín (Czech Republic),geographic
/subjects/37534,"Lubań (Województwo Dolnośląskie, Poland)","Lubań (Województwo Dolnośląskie, Poland)",geographic
/subjects/27867,Kent (England),Kent (England),geographic
/subjects/39879,Jews -- Poland -- Olkusz,Jews;Poland;Olkusz,topical;geographic;geographic
/subjects/38291,Kurenet︠s︡ (Belarus),Kurenet︠s︡ (Belarus),geographic
/subjects/37164,Huskvarna (Sweden),Huskvarna (Sweden),geographic
/subjects/27888,"Roxbury (Boston, Mass.)","Roxbury (Boston, Mass.)",geographic
/subjects/32673,Sarpsborg (Norway),Sarpsborg (Norway),geographic
/subjects/33961,Aerdenhout (Netherlands),Aerdenhout (Netherlands),geographic
/subjects/23598,Piwniczna (Poland),Piwniczna (Poland),geographic
/subjects/37021,Landivy (France),Landivy (France),geographic
/subjects/32223,Rejowiec Lubelski (Poland),Rejowiec Lubelski (Poland),geographic
/subjects/39195,"Mainz (Rhineland-Palatinate, Germany)","Mainz (Rhineland-Palatinate, Germany)",geographic
/subjects/36260,Kishinev (Moldova),Kishinev (Moldova),topical
/subjects/37888,Chassieu (France),Chassieu (France),geographic
/subjects/35335,"Dachau Trial, Dachau, Germany, 1946","Dachau Trial, Dachau, Germany, 1946",topical
/subjects/40235,Borinage (Belgium),Borinage (Belgium),geographic
/subjects/38507,Miroshnikovka (Ukraine),Miroshnikovka (Ukraine),geographic
/subjects/24524,Nice (France),Nice (France),geographic
/subjects/30137,La Hulpe (Belgium),La Hulpe (Belgium),geographic
/subjects/29746,Marboz (France),Marboz (France),geographic
/subjects/38157,Florence (Italy),Florence (Italy),geographic
/subjects/34524,Mysłowice (Poland),Mysłowice (Poland),geographic
/subjects/41074,Skuodas (Lithuania),Skuodas (Lithuania),geographic
/subjects/38854,Horné Hámre (Slovakia),Horné Hámre (Slovakia),geographic
/subjects/25765,Gaza,Gaza,geographic
/subjects/34461,Innsbruck (Austria),Innsbruck (Austria),geographic
/subjects/25620,Poitiers (France),Poitiers (France),geographic
/subjects/24932,France,France,geographic
/subjects/24461,Lipany (Slovakia),Lipany (Slovakia),geographic
/subjects/30588,Bogumin (Czech Republic),Bogumin (Czech Republic),geographic
/subjects/40370,Kúty (Slovakia),Kúty (Slovakia),geographic
/subjects/24031,"World War, 1939-1945 -- Prisoners and prisons, Swiss","World War, 1939-1945;Prisoners and prisons, Swiss",topical;topical
/subjects/38012,"Sulechów (Zielona Góra, Poland)","Sulechów (Zielona Góra, Poland)",geographic
/subjects/29603,Clichy (France),Clichy (France),geographic
/subjects/35620,Zagorsk (Russia),Zagorsk (Russia),geographic
/subjects/28911,Traby (Belarus),Traby (Belarus),geographic
/subjects/33998,"Travnik (Travnik, Bosnia and Herzegovina)","Travnik (Travnik, Bosnia and Herzegovina)",geographic
/subjects/29496,Husband and wife,Husband and wife,topical
/subjects/37871,Lot-et-Garonne (France),Lot-et-Garonne (France),geographic
/subjects/28287,Zavalov (Ukraine),Zavalov (Ukraine),geographic
/subjects/22720,Fumal (Belgium),Fumal (Belgium),geographic
/subjects/31419,Beketovka (Russia),Beketovka (Russia),geographic
/subjects/33424,Witten (Germany),Witten (Germany),geographic
/subjects/22235,Craiova (Romania),Craiova (Romania),geographic
/subjects/39479,"World War, 1939-1945 -- Jews -- Rescue -- Iran -- Tehran","World War, 1939-1945;Jews;Rescue;Iran;Tehran",topical;topical;topical;geographic;geographic
/subjects/28792,Saarland (Germany) -- History,Saarland (Germany);History,geographic;topical
/subjects/23977,Revelles (France),Revelles (France),geographic
/subjects/23424,Kalmar (Sweden),Kalmar (Sweden),geographic
/subjects/32665,Dieren (Netherlands),Dieren (Netherlands),geographic
/subjects/39880,Jamaica,Jamaica,geographic
/subjects/38792,Hrymaĭliv (Ukraine),Hrymaĭliv (Ukraine),geographic
/subjects/34498,Znojmo (Czech Republic),Znojmo (Czech Republic),geographic
/subjects/41598,"Holocaust, Jewish (1939-1945) -- Study and teaching","Holocaust, Jewish (1939-1945);Study and teaching",topical;topical
/subjects/39750,Caluire-et-Cuire (France),Caluire-et-Cuire (France),geographic
/subjects/38842,Linkuva (Lithuania),Linkuva (Lithuania),geographic
/subjects/41062,Prisons -- Psychological aspects,Prisons;Psychological aspects,topical;topical
/subjects/30988,Slovenská Ľupča (Slovakia),Slovenská Ľupča (Slovakia),geographic
/subjects/30822,Klimontów (Poland),Klimontów (Poland),geographic
/subjects/39300,Châtillon-sur-Indre (France),Châtillon-sur-Indre (France),geographic
/subjects/34532,Pochaïv (Ukraine),Pochaïv (Ukraine),geographic
/subjects/35289,Kirchheimbolanden (Germany),Kirchheimbolanden (Germany),geographic
/subjects/30571,"Holocaust, Jewish (1939-1945) -- Influence","Holocaust, Jewish (1939-1945);Influence",topical;topical
/subjects/28842,Donzenac (France),Donzenac (France),geographic
/subjects/24532,Belleville-sur-Meuse (France),Belleville-sur-Meuse (France),geographic
/subjects/38511,Jedlińsk (Poland : Gmina),Jedlińsk (Poland : Gmina),geographic
/subjects/40223,Tröbitz (Germany),Tröbitz (Germany),geographic
/subjects/36919,Mukacheve (Ukraine),Mukacheve (Ukraine),geographic
/subjects/29245,Konstantynów Łódzki (Poland),Konstantynów Łódzki (Poland),geographic
/subjects/35266,"Piastów (Pruszków, Województwo Mazowieckie, Poland)","Piastów (Pruszków, Województwo Mazowieckie, Poland)",geographic
/subjects/32059,Rodez (France),Rodez (France),geographic
/subjects/28004,Karelichy (Belarus),Karelichy (Belarus),geographic
/subjects/31225,Rocallaura (Spain),Rocallaura (Spain),geographic
/subjects/24924,Ivi︠a︡nets (Belarus),Ivi︠a︡nets (Belarus),geographic
/subjects/41577,Jelgava (Latvia),Jelgava (Latvia),geographic
/subjects/31675,Marche-en-Famenne (Belgium),Marche-en-Famenne (Belgium),geographic
/subjects/29992,Mačvanska Mitrovica (Serbia),Mačvanska Mitrovica (Serbia),geographic
/subjects/36364,Saint-Laurent-de-Neste (France),Saint-Laurent-de-Neste (France),geographic
/subjects/25118,Survivor-child relationships,Survivor-child relationships,topical
/subjects/37826,Irkutskai︠a︡ oblastʹ (Russia),Irkutskai︠a︡ oblastʹ (Russia),geographic
/subjects/29838,Mýto pod Ďumbierom (Slovakia),Mýto pod Ďumbierom (Slovakia),geographic
/subjects/31858,Werpin (Belgium),Werpin (Belgium),geographic
/subjects/33865,Orphanages -- Belgium,Orphanages;Belgium,topical;geographic
/subjects/32777,Piacenza (Italy),Piacenza (Italy),geographic
/subjects/24709,Diaries,Diaries,genre_form
/subjects/40018,Passau (Germany),Passau (Germany),geographic
/subjects/37430,Sheffield (England),Sheffield (England),geographic
/subjects/26221,Banská Štiavnica (Slovakia),Banská Štiavnica (Slovakia),geographic
/subjects/32798,Nässjö (Sweden),Nässjö (Sweden),geographic
/subjects/27963,Porto San Giorgio (Italy),Porto San Giorgio (Italy),geographic
/subjects/27430,Jews -- Romania -- Reghin,Jews;Romania;Reghin,topical;geographic;geographic
/subjects/37963,Theologians,Theologians,topical
/subjects/39584,Zlaté Moravce (Slovakia),Zlaté Moravce (Slovakia),geographic
/subjects/22798,Mediaș (Romania),Mediaș (Romania),geographic
/subjects/33473,Anzio (Italy),Anzio (Italy),geographic
/subjects/35374,Grottaminarda (Italy),Grottaminarda (Italy),geographic
/subjects/26558,Dovhe (Ukraine),Dovhe (Ukraine),geographic
/subjects/40624,Pruz͡hany (Belarus),Pruz͡hany (Belarus),geographic
/subjects/35724,Belfort (France),Belfort (France),geographic
/subjects/37719,Judaism -- Customs and practices,Judaism;Customs and practices,topical;topical
/subjects/34836,Pidbuz︠h︡ (Ukraine),Pidbuz︠h︡ (Ukraine),geographic
/subjects/28546,Isère (France),Isère (France),geographic
/subjects/25374,Telšiai (Lithuania),Telšiai (Lithuania),geographic
/subjects/24836,Malawi,Malawi,geographic
/subjects/25724,Anthropologists,Anthropologists,topical
/subjects/30930,Jews -- Poland -- Kielce,Jews;Poland;Kielce,topical;geographic;geographic
/subjects/41520,Mála Franková (Slovakia),Mála Franková (Slovakia),geographic
/subjects/35231,Chodzież (Poland),Chodzież (Poland),geographic
/subjects/38053,Kaunitz (Germany),Kaunitz (Germany),geographic
/subjects/24070,Pardubice (Czech Republic),Pardubice (Czech Republic),geographic
/subjects/34973,"Sušak (Rijeka, Croatia)","Sušak (Rijeka, Croatia)",geographic
/subjects/28927,Sucre (Bolivia),Sucre (Bolivia),geographic
/subjects/34904,Prien am Chiemsee (Germany),Prien am Chiemsee (Germany),geographic
/subjects/24007,Prisoners of War -- Denmark,Prisoners of War;Denmark,topical;geographic
/subjects/23668,"Dębica (Województwo Podkarpackie, Poland)","Dębica (Województwo Podkarpackie, Poland)",geographic
/subjects/22429,"Krumbach (Günzburg, Germany)","Krumbach (Günzburg, Germany)",geographic
/subjects/41107,"World War, 1939-1945 -- Underground movements -- Soviet Union","World War, 1939-1945;Underground movements;Soviet Union",topical;topical;geographic
/subjects/31205,Törökszentmiklós (Hungary),Törökszentmiklós (Hungary),geographic
/subjects/26939,Z︠H︡ytomyr (Ukraine),Z︠H︡ytomyr (Ukraine),geographic
/subjects/25616,Schörfling am Attersee (Austria),Schörfling am Attersee (Austria),geographic
/subjects/30947,Čierna nad Tisou (Slovakia),Čierna nad Tisou (Slovakia),geographic
/subjects/39265,Pont-à-Mousson (France),Pont-à-Mousson (France),geographic
/subjects/36485,Nuremberg laws,Nuremberg laws,topical
/subjects/39770,"Podgórze (Kraków, Poland)","Podgórze (Kraków, Poland)",geographic
/subjects/24841,"Belitsa (Hrodzenskai︠a︡ voblastsʹ, Belarus)","Belitsa (Hrodzenskai︠a︡ voblastsʹ, Belarus)",geographic
/subjects/25753,"Zbaraz︠h︡ (Ternopilʹsʹka oblastʹ, Ukraine)","Zbaraz︠h︡ (Ternopilʹsʹka oblastʹ, Ukraine)",geographic
/subjects/27294,Lautrec (France),Lautrec (France),geographic
/subjects/33687,Boulouris (France),Boulouris (France),geographic
/subjects/32995,Bohorodchany (Ukraine),Bohorodchany (Ukraine),geographic
/subjects/28161,Warsaw ghetto,Warsaw ghetto,topical
/subjects/31710,Smorgonʹ (Belarus),Smorgonʹ (Belarus),geographic
/subjects/39320,Latvia,Latvia,geographic
/subjects/30551,Grishkovtsy (Ukraine),Grishkovtsy (Ukraine),geographic
/subjects/26485,Tegelen (Netherlands),Tegelen (Netherlands),geographic
/subjects/35753,Bielefeld (Germany),Bielefeld (Germany),geographic
/subjects/28862,Pastavy (Belarus),Pastavy (Belarus),geographic
/subjects/29770,Seefeld in Tirol (Austria),Seefeld in Tirol (Austria),geographic
/subjects/34841,Brighton (England),Brighton (England),geographic
/subjects/40203,Lugagnac (France),Lugagnac (France),geographic
/subjects/39009,Weissenstadt (Germany),Weissenstadt (Germany),geographic
/subjects/33404,Würzburg (Germany),Würzburg (Germany),geographic
/subjects/35929,Chechelivka (Ukraine),Chechelivka (Ukraine),geographic
/subjects/36256,Chelmsford (England),Chelmsford (England),geographic
/subjects/25180,Jews -- Poland -- Dzierzbotki,Jews;Poland;Dzierzbotki,topical;geographic;geographic
/subjects/25929,Zambrów (Poland),Zambrów (Poland),geographic
/subjects/27914,"World War, 1939-1945 -- Jews -- Rescue -- United States","World War, 1939-1945;Jews;Rescue;United States",topical;topical;topical;geographic
/subjects/30228,"Lichterfelde (Berlin, Germany)","Lichterfelde (Berlin, Germany)",geographic
/subjects/29009,Brive-la-Gaillarde (France),Brive-la-Gaillarde (France),geographic
/subjects/33957,"Diósgyőr (Miskolc, Hungary)","Diósgyőr (Miskolc, Hungary)",geographic
/subjects/31985,Merano (Italy),Merano (Italy),geographic
/subjects/27851,Abaújszántó (Hungary),Abaújszántó (Hungary),geographic
/subjects/32350,Kutno (Poland),Kutno (Poland),geographic
/subjects/37502,Chios (Greece),Chios (Greece),geographic
/subjects/23111,Jews -- Poland -- Przemyśl,Jews;Poland;Przemyśl,topical;geographic;geographic
/subjects/26313,Saint-Geniez-d'Olt (France),Saint-Geniez-d'Olt (France),geographic
/subjects/27152,"Saint-Cyprien (Pyrénées-Orientales, France)","Saint-Cyprien (Pyrénées-Orientales, France)",geographic
/subjects/30910,Tabora District (Tanzania),Tabora District (Tanzania),geographic
/subjects/22184,Jews -- Hungary -- Miskolc,Jews;Hungary;Miskolc,topical;geographic;geographic
/subjects/33795,Sarthe (France),Sarthe (France),geographic
/subjects/28073,Apeldoorn (Netherlands),Apeldoorn (Netherlands),geographic
/subjects/26597,"Lenino (Mahili︠o︡ŭskai︠a︡ voblastsʹ, Belarus)","Lenino (Mahili︠o︡ŭskai︠a︡ voblastsʹ, Belarus)",geographic
/subjects/40741,Velykyĭ Bychkiv (Ukraine),Velykyĭ Bychkiv (Ukraine),geographic
/subjects/29662,Jewish refugees -- Netherlands,Jewish refugees;Netherlands,topical;geographic
/subjects/22868,Esslingen am Neckar (Germany),Esslingen am Neckar (Germany),geographic
/subjects/29377,Debrad̕ (Slovakia),Debrad̕ (Slovakia),geographic
/subjects/35354,Bogosavac (Serbia),Bogosavac (Serbia),geographic
/subjects/30156,Brodské (Slovakia),Brodské (Slovakia),geographic
/subjects/36981,Lemmer (Netherlands),Lemmer (Netherlands),geographic
/subjects/37739,"Sieniawa (Przemyśl, Poland)","Sieniawa (Przemyśl, Poland)",geographic
/subjects/28835,Lahishyn (Belarus),Lahishyn (Belarus),geographic
/subjects/35704,"Bad Godesberg (Bonn, Germany)","Bad Godesberg (Bonn, Germany)",geographic
/subjects/36578,Baarn (Netherlands),Baarn (Netherlands),geographic
/subjects/31747,Rostov-na-Donu (Russia),Rostov-na-Donu (Russia),geographic
/subjects/30855,Rhodes (Greece),Rhodes (Greece),geographic
/subjects/39377,Magdeburg (Germany),Magdeburg (Germany),geographic
/subjects/36128,Ornowo (Poland),Ornowo (Poland),geographic
/subjects/27739,Greece,Greece,geographic
/subjects/37410,Mothers and sons,Mothers and sons,topical
/subjects/23003,Zabolotiv (Ukraine),Zabolotiv (Ukraine),geographic
/subjects/24396,Ivano-Frankove (Ukraine),Ivano-Frankove (Ukraine),geographic
/subjects/23453,Gotland (Sweden),Gotland (Sweden),geographic
/subjects/40487,Bar-le-Duc (France),Bar-le-Duc (France),geographic
/subjects/37943,Male rape victims,Male rape victims,topical
/subjects/34396,Viviers (France),Viviers (France),geographic
/subjects/33146,Belgrade (Serbia),Belgrade (Serbia),geographic
/subjects/36344,Charavines (France),Charavines (France),geographic
/subjects/31481,Tauves (France),Tauves (France),geographic
/subjects/36714,Chashniki (Belarus),Chashniki (Belarus),geographic
/subjects/29818,Vif (France),Vif (France),geographic
/subjects/22307,Jewish converts,Jewish converts,topical
/subjects/35092,"World War, 1939-1945 -- Underground movements -- Italy","World War, 1939-1945;Underground movements;Italy",topical;topical;geographic
/subjects/35568,Oradour-sur-Vayres (France),Oradour-sur-Vayres (France),geographic
/subjects/23146,Zelenogorsk (Russia),Zelenogorsk (Russia),geographic
/subjects/24683,Gotha (Germany),Gotha (Germany),geographic
/subjects/37105,Mátra Mountains (Hungary),Mátra Mountains (Hungary),geographic
/subjects/29674,Podu Iloaiei (Romania),Podu Iloaiei (Romania),geographic
/subjects/23783,Novohrad-Volynsʹkyĭ (Ukraine),Novohrad-Volynsʹkyĭ (Ukraine),geographic
/subjects/24046,"Khodoriv (Z︠H︡ydachivsʹkyĭ raĭon, Ukraine)","Khodoriv (Z︠H︡ydachivsʹkyĭ raĭon, Ukraine)",geographic
